review_date,handle,helpfulness_rating,review,sentiment,cleaned_text
"March 7, 2020",Ed41,,This is the second one I have owned.  I really like it because I don't make as much of a mess filling it with water.  Never was all that coordinated. I find it easy to make coffee and I like the dispensing system as it goes directly into the cup.,positive,second one own really like make much mess fill water never coordinate find easy make coffee like dispense system go directly cup
"November 27, 2017",Mark Twain,,After three leaky normal coffee pots from three different makers I had to try this.  It makes coffee as fast as any other conventional coffee maker. The warm option allows for four hours of heated UNBURNT coffee.  No leaking on the counter top and no messy pouring.  I found filling the pot to be no problem at all and cleaning not a problem.  I will update if it goes out too soon.  I have no idea why I did not buy this first even at full price it is cheaper than replacing the leaking coffee pots.  I don't know what happend to quality in other makers for conventional drip machines.,positive,three leaky normal coffee pot three different maker try make coffee fast conventional coffee maker warm option allow four hour heated unburnt coffee leak counter top messy pour find fill pot problem clean problem update go soon idea buy first even full price cheap replace leak coffee pot know happend quality maker conventional drip machine
"September 19, 2015",Cat,2,"Love it. I researched long and hard for the best coffee machine, and I'm very happy I chose this one. I've had it for about 2 months now. My favorite things about it are: 1. The ""bold"" coffee setting. Tastes like a French press! Very rich and creamy, I absolutely hate ""watery"" coffee. So this is perfect. 2. You don't have to wait for the full amount to be brewed before you can drink. A minute in and there's a cup's worth already available to you. This is possible thanks to the press-and-release coffee spout instead of having to manually pour it from a pot. 3. You can make iced coffee with it. ICED COFFEE PEOPLE. I recommend freezing some leftover coffee in ice cube trays and using those to make it. This is an awesome, sleek looking coffee machine. I would recommend it to anyone.",positive,love research long hard best coffee machine happy chose one month favorite thing bold coffee set taste like french press rich creamy absolutely hate watery coffee perfect wait full amount brew drink minute cup worth already available possible thanks press release coffee spout instead manually pour pot make iced coffee ice coffee people recommend freeze leftover coffee ice cube tray use make awesome sleek look coffee machine would recommend anyone
"November 7, 2020",Sheila Schetrompf,,Ove this coffee maker! We have used this brand/style for a really long time. Easy to fill detachable water part and best of all coffee stays in top and you use the dispenser for fresh coffee whenever. We set it to shut off after 2 hours and heat in microwave later when we want some. Tastes just as good as when you first made it! Love love love!,positive,ove coffee maker use brand style really long time easy fill detachable water part best coffee stay top use dispenser fresh coffee whenever set shut hour heat microwave later want taste good first make love love love
"February 24, 2017",R C Gilbert,,"I am loving this machine! The coffee does not scorch even when set for 4 hours. I love the bold flavor setting capability, however, it takes a little longer to brew on this setting. The program button is a little tricky because it does not engage immediately (maybe I got a bad one) but I keep at it until it works 8 out of 10 times. Do t let that last comment stop you from purchasing because it is absolutely amazing to just walk to the machine and press your mug against a release panel underneath, and fill it with coffee...heavenly!",positive,love machine coffee scorch even set hour love bold flavor set capability however take little long brew set program button little tricky engage immediately maybe get bad one keep work 10 time let last comment stop purchase absolutely amazing walk machine press mug release panel underneath fill coffee heavenly
"January 9, 2020",Brittany Hardecki,,"I love this coffee maker! It's our second one now. The first lasted over 4 years. It probably could've lasted longer with a good cleaning of the screen, the coffee began to dribble slowly out so we were having to take out the whole top part to pour coffee efficiently. Again, that's probably on us. It would've been simple to take the screen out and give it a scrub. Otherwise, the only other issue is that it stopped ""warming"" only when you tried to reheat leftover coffee in it. If you hold the power button down for a few seconds, it's supposed to turn the heating element on but not run a new cycle. It started beeping loudly and asking for water when trying to use this feature. Anyway, the new one has had several runs so far and is working just as great! We love it!!!!!",positive,love coffee maker second one first last year probably could last longer good cleaning screen coffee begin dribble slowly take whole top part pour coffee efficiently probably u would simple take screen give scrub otherwise issue stop warm try reheat leftover coffee hold power button second suppose turn heating element run new cycle start beep loudly ask water try use feature anyway new one several run far work great love
"March 3, 2014",Ian,,"Second one I have purchased. The last I owned 5 years. We are rtired and like making a big pot in the morning to share while we watch the news and wake up. Looking around locally, everthing was either a glass pot (not a fan of overcooked coffee) or the new pod type systems. Felt a bit pushed into the pod type-hype. They are very expensive and so are the pods for what you get. If we only drank a cup each in the morning, it might be worth that, but it does not work for us. I went to the HB website and it was double the price from Amazon, I even got a $5 digital coupon with my Amazon. One criticism would be, it is a little taller than the older system, and does not fit under the cabinet of my coffee shrine. You may want to add the height to the details.",positive,second one purchase last owned year rtired like make big pot morning share watch news wake look around locally everthing either glass pot fan overcooked coffee new pod type system felt bit push pod type hype expensive pod get drink cup morning might worth work u go hb website double price amazon even get digital coupon amazon one criticism would little taller old system fit cabinet coffee shrine may want add height detail
"December 20, 2019",Amazon Customer,,Nobody needs a pot or carafe if you're drinking  coffee at home! No pot drips from pouring! Love this coffee pot! Well this pre-made post is exactly what I was thinking of writing! There is no need to have a pot that can break and drip all over your counter or table! Just go up to the pot fill it up your cup and then another cup and another cup!excellent idea I will never buy anything but a brew master as long as it stays in production!,positive,nobody need pot carafe drink coffee home pot drip pour love coffee pot well pre make post exactly think write need pot break drip counter table go pot fill cup another cup another cup excellent idea never buy anything brew master long stay production
"November 17, 2018",GrandpaJesse,,"This pot brews very good coffee in a short amount of time.  It will keep it warm for up to 4 hrs, you set it how you want it. There is no carafe with this machine, it has a tank that holds the hot coffee.  My only complaint is that I have difficulty pouring the water into the tank without spilling it.  After the 4 hour warmer shuts off I have to pour the coffee into my cup and heat it in the microwave, there is no reheat option.  For the extra price I wish I had just gotten a regular pot with a carafe.",positive,pot brew good coffee short amount time keep warm hrs set want carafe machine tank hold hot coffee complaint difficulty pour water tank without spill hour warmer shuts pour coffee cup heat microwave reheat option extra price wish get regular pot carafe
"March 1, 2020",LisaG,,"We have used this same coffee pot for over 10 years. Eventually they will leak from the tank, some issue with a rubber piece that wears out. I don’t care, just get another one. Makes fantastic hot coffee, easy to operate, I highly recommend",positive,use coffee pot 10 year eventually leak tank issue rubber piece wear care get another one make fantastic hot coffee easy operate highly recommend
"June 21, 2013",Bluestocking,,"My other brew station finally ""gave up the ghost"" as my grandmother would say. I am so happy about that! I read the 1 star reviews about the spout being too far back and not centered. This is somewhat true. The spout is further back and not centered, but slightly tilting the cup makes for a perfect pour. I have used a travel mug, large coffee mug and small coffee cup, the coffee poured without spilling and a good half inch from the lip of the cup. If you use dainty cups, this might not be the right brew station for your needs. You don't have to press that hard on the dispenser either. Additionally, the burner is centered so that all the coffee is hot and stays that way. Also, the bucket has water level marks on the inside. The clock light on the front is very bright blue. I'm sure there is a way to dim it, but then I would have to open the manual (as if ). Great brew station!",positive,brew station finally give ghost grandmother would say happy read star review spout far back center somewhat true spout back center slightly tilt cup make perfect pour use travel mug large coffee mug small coffee cup coffee pour without spill good half inch lip cup use dainty cup might right brew station need press hard dispenser either additionally burner center coffee hot stay way also bucket water level mark inside clock light front bright blue sure way dim would open manual great brew station
"January 27, 2014",Heather Smith,,"We like this coffee maker fine. Like others have said, it is better in some ways than the old versions (the separate water container was a good idea) but overall I can't say we like it as well as previous models. It is harder to push the coffee dispenser, for example, and takes up more space and so doesn't look as sleek. The light on ours shorted out within a month, but to Amazon and Hamilton Beach's credit they sent us a replacement immediately. This was true even though we bought a refurbished unit. As a side note, we had to replace our previous version because the electronic display stopped working properly (we had had it for a couple of years), so the electronics are definitely a problem with all of these Brewstations. Overall good machine, though, and having the coffee stay warm without (often) burning and having it dispense directly into a cup without mess or spillage outweigh the cons in our minds.",positive,like coffee maker fine like others say well way old version separate water container good idea overall say like well previous model hard push coffee dispenser example take space look sleek light short within month amazon hamilton beach credit send u replacement immediately true even though buy refurbish unit side note replace previous version electronic display stop work properly couple year electronics definitely problem brewstations overall good machine though coffee stay warm without often burn dispense directly cup without mess spillage outweigh con mind
"June 13, 2020",Kathleen Carlton,,"Great coffee pot however it is lightweight so it slides across the counter when you press your cup to the dispenser lever.  So needs to be against a backsplash or you need to hold onto the unit to stop it from sliding away.  If not for this, I would have given it 5 start.",positive,great coffee pot however lightweight slide across counter press cup dispenser lever need backsplash need hold onto unit stop slide away would give start
"September 7, 2017",CraftyMamaCyta,,"So i just got this and i put it to run right away because i baught the ""used"" one, what money is tight and i got bills to pay. It works great. This machine was easy to program and brew a decent cup of coffee. I thought i would have issues because im use to the french press ( my husband kept complaining it was to much hassle for him at 4 am). Whats really awesome is that morning when i woke up .... imagine spongebob intermission saying 3 hours later... the coffee was still fresh and hot, oh did i tell you this pot has a strong brew button. Dont miss the french press to much but keeping it around for my oprah tea, yumm.",positive,get put run right away baught used one money tight get bill pay work great machine easy program brew decent cup coffee thought would issue im use french press husband keep complain much hassle whats really awesome morning wake imagine spongebob intermission say hour later coffee still fresh hot oh tell pot strong brew button dont miss french press much keep around oprah tea yumm
"December 16, 2019",Esther Wiliiams,,I searched for this machine because I love the dispenser.  It can dispense to any height drink cup I own and never drips over the side like a carafe.  The removable reservoir makes filling up the water easy and I can keep coffee warm up to 3 hours.  We've used it for several months now and have not had any issues.,positive,search machine love dispenser dispense height drink cup never drip side like carafe removable reservoir make fill water easy keep coffee warm hour use several month issue
"June 2, 2016",Rob Walter,,"This is a great value. When our Keurig conked out and I couldn't easily fix it myself, my wife and I decided to try and kick the K-Cup habit. We certainly didn't want to defeat the purpose and spend a lot to do it. I found this one after comparing A LOT of models. I think a lot of the coffeemakers out there now have too many extra features, and therefore have more things that could go wrong. This one is fairly simple, but that's also what makes it reliable. It brews the coffee, it has a timer, it has an extended warming feature, and those are the features I use. You can adjust the strength of the coffee, but I don't tend to do that. It is not very heavy or substantial, but I don't get the impression it's going to fail anytime soon.",positive,great value keurig conk easily fix wife decide try kick cup habit certainly want defeat purpose spend lot find one compare lot model think lot coffeemakers many extra feature therefore thing could go wrong one fairly simple also make reliable brew coffee timer extended warming feature feature use adjust strength coffee tend heavy substantial get impression go fail anytime soon
"July 17, 2019",Deborah Kelly-Corn,,"Pros: I really like the style and idea of the design. It's really easy to clean and use.  And easy to read water/coffee windows Cons: it's light weight and needs to be up against something for easy one hand use. Also there's no bell/alarm to let you know when it's done, and it makes a continuous heating/simmering sound.",positive,pro really like style idea design really easy clean use easy read water coffee windows con light weight need something easy one hand use also bell alarm let know do make continuous heat simmer sound
"August 28, 2019",Alan Shenefield,,"I've has three so far. I love the design and ease of getting coffee with a push. Now they do wear out. Don't remember first one, but second one little gasket got old, little drip. But worked, just decided to get new on. New one seems to make crackling noise while it on whole time. Sent one back because I thought something is wrong, replacement does the same thing. But because I love how you use it I just keep it.",positive,three far love design ease get coffee push wear remember first one second one little gasket get old little drip work decide get new new one seem make crackle noise whole time send one back thought something wrong replacement thing love use keep
"September 25, 2020",sugarmami,,"After almost 6 have it to own it, I gave it away, the push button to dispense the coffee always spill coffee, need to be very very very careful not to spill, I need to  make a pose to see what is going on under the dispenser! I replace it for a B&D stainless carafe, the best!",positive,almost give away push button dispense coffee always spill coffee need careful spill need make pose see go dispenser replace stainless carafe best
"November 7, 2020",Pearl,,"Slides back on the counter when pushing your cup up to the lever but, we added rubber to the front feet since they didn't have any. If you hold the side it won't slide. Makes a little gurgling noise while keeping the coffee warm but, not a problem. Makes good coffee. Super easy to clean!",positive,slide back counter push cup lever add rubber front foot since hold side slide make little gurgling noise keep coffee warm problem make good coffee super easy clean
"June 18, 2016",Ladyjn13,8,"This coffee maker has so many features, I just love it! What's really nice is that it has a special setting for making 1 to 4 cups that most other 12 cup coffee makers don't even think about including but helps make this a more versatile machine. While I work from home in the software industry, I'm certainly not a caffeine junky and only drink 2 to 4 cups a day. You just can't make less than 4 cups in a normal 12 cup coffee maker and expect the coffee to be drinkable. Additionally, my husband loves the bold setting. Oh, and another cool feature is that it's programmable, so you can wake up to the smell of fresh brewed coffee in the morning. The gentle keep warm feature is just one of the other amazing features of this unit, insuring the first cup is as perfect as last!",positive,coffee maker many feature love really nice special set make cup 12 cup coffee maker even think include helps make versatile machine work home software industry certainly caffeine junky drink cup day make less cup normal 12 cup coffee maker expect coffee drinkable additionally husband love bold setting oh another cool feature programmable wake smell fresh brew coffee morning gentle keep warm feature one amazing feature unit insure first cup perfect last
"November 6, 2018",Denah R.,,I LOVE that this coffee pot can be taken almost completely apart to clean it. My old coffee pot totally grossed me out when I realized how much gunk was down in the water reservoir. That is not an issue with this pot. You take the reservoir off and can scrub it in the sink. I saw that some people said theirs leaked but we haven't had any leaks. My only complaint with this pot is that it brews through too fast so the coffee is weak even on bold mode. Simple fix is to just double up on filters. Now my coffee is perfect and will even stay hot up to 4 hours.,positive,love coffee pot take almost completely apart clean old coffee pot totally gross realize much gunk water reservoir issue pot take reservoir scrub sink saw people say leak leak complaint pot brew fast coffee weak even bold mode simple fix double filter coffee perfect even stay hot hour
"March 7, 2016",Yuriy,,"Recent medical studies show that drinking coffee has tremendous health benefits.  You can save a lot of money by brewing your own.  A medium cup of Dunkin Donuts coffee runs about $2.25.  If you purchase this machine and brew your own coffee (assuming 30.5 oz ground coffee costs about $8), it will pay for itself after just 17 cups.  This machine works great, and has the gives you the option of brewing ""Bold"", or stronger coffee for an extra kick.  I love the timer option, which allows you to set the timer to brew a cup of your favorite coffee waiting for you when you wake up.",positive,recent medical study show drink coffee tremendous health benefit save lot money brew medium cup dunkin donut coffee run 25 purchase machine brew coffee assume 30 oz ground coffee cost pay 17 cup machine work great give option brewing bold strong coffee extra kick love timer option allow set timer brew cup favorite coffee wait wake
"February 25, 2017",AJay_89,,"Love this coffee maker! Bought for work. Our coffee club has a tendency to break carafes and spill coffee when pouring. It's literally impossible for them to do it, now! I am very pleased with this purchase! Note: DO NOT BUY THE PERMANENT COFFEE FILTER THAT'S ADVERTISED. The filter does not fit the coffee maker and will leave the lid ajar. I thought that since it was the same company and it was recommended on Amazon, it would be a good purchase. DON'T MAKE THE SAME MISTAKE.",positive,love coffee maker buy work coffee club tendency break carafe spill coffee pour literally impossible pleased purchase note buy permanent coffee filter advertise filter fit coffee maker leave lid ajar think since company recommend amazon would good purchase make mistake
"October 31, 2013",T. Weverka,,"My husband loves this coffee maker. I bought it for him but I was worried because of the bad reviews saying that  it spills. We have had NO issues with this. It keeps the coffee fresh and hot and when we want a cup, we get one with no spills. Great product. Plus it was fast shipping. Only thing I didnt like was that it shipped in the box that it comes in. Usually when I buy something from amazon, it is in a brown box. This was not an issue because I was able to get home before my husband saw it on the front step. I would have been upset if he would have gotten home before me because this was a gift for him and he would have seen what it was. But that is my only only complaint.  As far as the coffee maker goes, its a great product and looks nice too.",positive,husband love coffee maker buy worry bad review say spill issue keep coffee fresh hot want cup get one spill great product plus fast ship thing didnt like ship box come usually buy something amazon brown box issue able get home husband saw front step would upset would get home gift would see complaint far coffee maker go great product look nice
"November 23, 2020",diane,,Did not open this coffee maker because it was too tall for the space I wanted to use it.  The coffeemaker was new but not re-boxed like traditional merchandise we normally get. It was sent in the retail box and was delivered to our home with damage to the front of the box. I didn’t open the box because I will need to send the coffeemaker back. Just hoping that a “heads up” message gets to the shipping department or customer service. I was unable to find a email address for Amazon returns. No reflection on the coffeemaker.,positive,open coffee maker tall space want use coffeemaker new boxed like traditional merchandise normally get send retail box deliver home damage front box open box need send coffeemaker back hop head message get shipping department customer service unable find email address amazon return reflection coffeemaker
"February 10, 2019",Crystal Aldrich,,"Quick shipping, package was good...  I have been using this style coffee maker since they came out...  Love not having to pour coffee & spill all over like the other style ones do...  Just push cup on the lever & have coffee flow in...  This is a replacement...  I also give as gifts to folks that are coffee drinkers...  I make several pots of coffee a day, so it gets lots of use...  Washes up nice too...  I do use a pitcher to fill the water container instead of the coffee storage unit... but that is my choice with a bad shoulder it's just easier for me...",positive,quick shipping package good use style coffee maker since come love pour coffee spill like style one push cup lever coffee flow replacement also give gift folk coffee drinker make several pot coffee day get lot use wash nice use pitcher fill water container instead coffee storage unit choice bad shoulder easier
"March 21, 2018",ROBYN HOLDER,,"I like this coffee maker except for one thing.  It is noisy.  It is a great machine.  I love the water tank and how it comes off the machine to fill with water at the sink.  You cannot get coffee out of the maker without holding the back of it so you can press the dispensary button.....otherwise when you push the coffee cup in, the machine itself goes backwards.  While brewing and until it stops warming, it makes a sizzle noise.  Coffee tastes just fine.  I'm keeping this coffee maker and will just live with all the noise.",positive,like coffee maker except one thing noisy great machine love water tank come machine fill water sink cannot get coffee maker without hold back press dispensary button otherwise push coffee cup machine go backwards brewing stop warm make sizzle noise coffee taste fine keep coffee maker live noise
"February 17, 2021",tunalover,,It is perfect for us. No glass carafe to break. It has the cutest “gas gauge” to let you know how much coffee is left.  Easy to clean. We’ve been drinking coffee for 40 plus years and this is the very best coffee maker we’ve ever had!,positive,perfect u glass carafe break cut gas gauge let know much coffee leave easy clean drink coffee 40 plus year best coffee maker ever
"September 4, 2018",Barbara A. Halsell,,"I like the fast brew. A little annoying to have to remove coffee filter basket AND tank to add more water to reservoir to brew a bit more coffee. The burner under the tank makes some noise while keeping the coffee hot, Very sturdy though and it stays put while dispensing coffee, no sliding. Overall, I am happy with this unit.",positive,like fast brew little annoy remove coffee filter basket tank add water reservoir brew bit coffee burner tank make noise keep coffee hot sturdy though stay put dispense coffee slide overall happy unit
"April 20, 2016",Lizzieeroo,,"Have been using this machine for years without any problem - only that the water residue had built up within the unit. Bought a second one to replace the first but ended up being able to descale and clean it with no issues! Kept this second one as backup instead of returning it bc this is a great machine. Love the ease of use and how there's no coffee pot. I really like the dispenser - no leaks or anything! I bought a smaller one as a gift and that one is working great, too, from what I hear; they're still using it!",positive,use machine year without problem water residue build within unit buy second one replace first end able descale clean issue keep second one backup instead return bc great machine love ease use coffee pot really like dispenser leak anything buy small one gift one work great hear still use
"January 16, 2019",Eleanor Infantino,,"I like that I don't have to have a coffee pot to catch the liquid. Though I rarely drink iced coffee, it's nice to have the ability to brew it without a mess in my kitchen. The programmable option is helpful if I have an early day to plan for. I MUST have my coffee!!!! Good purchase for me.",positive,like coffee pot catch liquid though rarely drink iced coffee nice ability brew without mess kitchen programmable option helpful early day plan must coffee good purchase
"December 14, 2019",NWJEEPER541,,"It works great, brews coffee relatively fast and easy to clean and easy to start brewing...but it has one downfall; only coffee mugs fit underneath, none of my travel mugs I use every day fit, so I have to put it on the side of the counter to dispense, which is kind of a hassle but not too bad. Will buy a different type when this one dies. But worth the money. Thanks.",positive,work great brew coffee relatively fast easy clean easy start brewing one downfall coffee mug fit underneath none travel mug use every day fit put side counter dispense kind hassle bad buy different type one die worth money thanks
"February 29, 2016",Pammles,,"Our old coffee maker by Hamilton Beach finally bit the dust after 10 years {sniffle} & we had to get a new one. I really like the concept of no coffee pot & just being able to insert the cup underneath, so it made sense that we would get the same (or similar in my case) coffee maker that we've been so happy with. No complaints really, just a couple pet-peeves... The rubber feet that adhere to the base don't stay in place when I push into the button to fill my cup. I'm just going to have to relocate my coffee maker so that there's a wall behind it to keep it from moving. Otherwise, I would totally recommend this to anyone!",positive,old coffee maker hamilton beach finally bite dust 10 year sniffle get new one really like concept coffee pot able insert cup underneath make sense would get similar case coffee maker happy complaint really couple pet peeve rubber foot adhere base stay place push button fill cup go relocate coffee maker wall behind keep move otherwise would totally recommend anyone
"June 23, 2016",Aubrey,,"I am a big fan of coffee maker. I bought a new one, because I have a 7+ yr old one that lost its ability for programming it to brew in the morning. (I still use it at my vacation house though.) The new one is sleeker-looking than the old one and has a few minor but appreciated updates (most notably a dam across the water spout to help keep it from spilling over while filling the reservoir like the old one seemed prone to do if you poured to quickly). These updates make it even easier to use, and you can't beat the convenience of the single-pour! Note: I do not have problem with it dripping like others have mentioned, and although I've only had it for a month, I believe it is a durable product made with quality based on the longevity of my old one and this one seems even better.",positive,big fan coffee maker buy new one yr old one lose ability program brew morning still use vacation house though new one sleek look old one minor appreciate update notably dam across water spout help keep spill fill reservoir like old one seem prone pour quickly update make even easier use beat convenience single pour note problem drip like others mention although month believe durable product make quality base longevity old one one seem even well
"March 12, 2019",katelynn,One,Its been a while since owning this product and Im happy to say my family and I feel like were still using a new item. Worth buying for large families.,positive,since own product im happy say family feel like still use new item worth buying large family
"February 12, 2017",BONES,,This is a Great coffee maker for the price. I have been using the Keurig for years and forgot how much better coffee is from a REAL maker. This maker works Great. Can make a desired quantity of coffee and take what you want with the press cup to dispense feature. Coffee will stay warm for 4 hrs with no burning (coffee stores in body of maker)  Cleaning is simple as parts remove easy.  Very happy with this machine and for $35 on Lightning deal-No BRAINER,positive,great coffee maker price use keurig year forget much good coffee real maker maker work great make desired quantity coffee take want press cup dispense feature coffee stay warm hr burn coffee store body maker cleaning simple part remove easy happy machine 35 lightning deal brainer
"April 10, 2020",Curtis,,"On Board tank keeps coffee hot or you can have heating element turn off as soon as coffee has finished perking. Tall cups fit under the dispenser to fill my 4 cup mug with ease.  This is the second one that I have owned and will buy again if needed in the future. I tried another brand, MR. Co..ee. It didn't dispense coffee using gravity as this one does. It had to be pumped out using a noisy motor that the neighbors could probably hear. This one should not disappoint.",positive,board tank keep coffee hot heat element turn soon coffee finish perk tall cup fit dispenser fill cup mug ease second one own buy need future try another brand mr co ee dispense coffee use gravity one pump use noisy motor neighbor could probably hear one disappoint
"March 28, 2021",Rich Dasaro,,"Makes coffee ,, Thats all you need ,, Its actually a perfect pot ,, I like how this dispenses without pouring i actually replaced a high dollar fancy coffee pot with this one i like this better and its price point is perfect",positive,make coffee thats need actually perfect pot like dispense without pour actually replace high dollar fancy coffee pot one like good price point perfect
"June 17, 2020",CallMeTracy,,This is my 3rd or 4th brewing station. I fret when I need to order another one in fear of not finding this coffee pot. I will not use anything else. The coffee is always hot and brews fairly quickly. My only issue is not able to find replacement parts.,positive,3rd 4th brewing station fret need order another one fear find coffee pot use anything else coffee always hot brew fairly quickly issue able find replacement part
"August 6, 2015",B. Dow,,"This is my second order of this coffee maker (the original is going to our beach house and we wanted this one for our primary residence because we loved the first one so much)... I will say, however, this version is not quite as high quality as the first one we bought.  The bottom portion is all plastic, while the original had more of the stainless look / feel, and the water/coffee bucket portion of the maker does not seat in to the body of the coffee maker solidly and seems a little shoddy in terms of workmanship.  Lastly, this one is much noisier and even after the brew cycle is complete, it continues to sound like the coffee is brewing.  Overall, still happy with the product but definitely notice a decline in quality.",positive,second order coffee maker original go beach house want one primary residence love first one much say however version quite high quality first one buy bottom portion plastic original stainless look feel water coffee bucket portion maker seat body coffee maker solidly seem little shoddy term workmanship lastly one much noisy even brew cycle complete continue sound like coffee brew overall still happy product definitely notice decline quality
"July 7, 2019",Georgiana E Mitchell,,I have had a few Hamilton beach Brew stations but this one is a better design not as bulky and is perfect for easy clean up .. the coffee taste great and it makes iced coffee simple instructions easy set up Highly recommend this product and the price is great..,positive,hamilton beach brew station one well design bulky perfect easy clean coffee taste great make iced coffee simple instruction easy set highly recommend product price great
"July 16, 2019",alison,,"I hated our keuirg because of the pods taking up so much room in landfills but love the convince of it! I also hate normal coffee pots filling the top with water because it always seems to make a mess. saw the water reservoir in this one so bought instantly! I honestly didn't know it was a ""brew system"" but actually really like it! dispenses coffee like a water jug!",positive,hat keuirg pod take much room landfill love convince also hate normal coffee pot fill top water always seem make mess saw water reservoir one buy instantly honestly know brew system actually really like dispense coffee like water jug
"May 25, 2013",TomC,One,"This is a great coffee pot (without the pot)!  Makes a delicious cup of coffee. Very hot (not Dunkin' Donuts burn your mouth hot -  just right). This is the case from the first cup you pour to the cup you have 2 hours later - just as hot and fresh. I find it easy to rinse out and clean. There is a lot of condensation if you try to open the top and clean it right away. There is a lot of ""drippage"", so open slowly (or wait til later). It is clumsy to measure and pour the water with the canister as they tell you to do, so I use a separate pitcher from the kitchen. This is not a big deal.  It makes a great small pot of coffee. I use the four cup setting for me during the week and the large setting on weekends for both my husband and I. Flavor and taste is very consistent. The pro's outweigh the con's - I love this coffee maker!!!!!!!!",positive,great coffee pot without pot make delicious cup coffee hot dunkin donut burn mouth hot right case first cup pour cup hour later hot fresh find easy rinse clean lot condensation try open top clean right away lot drippage open slowly wait til later clumsy measure pour water canister tell use separate pitcher kitchen big deal make great small pot coffee use four cup set week large setting weekend husband flavor taste consistent pro outweigh con love coffee maker
"April 10, 2020",R E,,"This is the 3rd Brewmaster I have purchased.  The first two had lasted  many years each.  I like the fact this model went back to the 4 hour 'keep warm' feature.  the 2 hours on my last one was not enough.  The only thing I'm disappointed in is that this model leaks onto my counter  all the time.  I've only had this one almost 3 mos, so I'll have to see if it gets worse over time.",positive,3rd brewmaster purchase first two last many year like fact model go back hour keep warm feature hour last one enough thing disappoint model leak onto counter time one almost mo see get bad time
"June 28, 2016",Gordon R Sallee,,"I love this product for its ease of use.  One problem I have is it seems to boil the coffee continuously even after the brew cycle.  I'm not sure if this is a fault or Hamilton Beach intended to continue the temperature at such a high temp.  The blue light is very bright on the display.  It lights my entire kitchen at night when all other lights are out.  Too strong of a light, but the ease in which I dependence the coffee, clean the maker and make the coffee from scratch cannot be better. The initial setup was a breeze.  I really like this coffee maker.",positive,love product ease use one problem seem boil coffee continuously even brew cycle sure fault hamilton beach intend continue temperature high temp blue light bright display light entire kitchen night light strong light ease dependence coffee clean maker make coffee scratch cannot good initial setup breeze really like coffee maker
"December 16, 2017",Marie B,,"Wanted a simple, basic coffeemaker but wasn't sure how I felt about the lack of a pot. Had nothing to worry about. This is basic but smart enough to set the morning brew time the night before. Holds 12 cups and can keep them warm for up to 4 hours. Takes normal filters, easy to clean, and I may never need to go back to a pot after using the handy button. Would recommend or buy as a gift!",positive,want simple basic coffeemaker sure felt lack pot nothing worry basic smart enough set morning brew time night hold 12 cup keep warm hour take normal filter easy clean may never need go back pot use handy button would recommend buy gift
"June 21, 2019",Laniah Robey,,I bought this for my husband after the pot got broken on his last one. I love that there is no pot with this one. That the carafe keeps the coffee hot. I can take out the filter compartment for easy rinsing and I can remove the water tank to fill up directly under the faucet. I love this!,positive,buy husband pot get break last one love pot one carafe keep coffee hot take filter compartment easy rinsing remove water tank fill directly faucet love
"August 27, 2016",Amazon Customer,,"We had a Keurig for about a year. At first it was nice because of all the different k cups you can buy, but after the hype runs out you realize they are expensive. Also, they never make a full coffee cup full of coffee. Since purchasing this coffee maker we haven't used the Keurig at all. I love how it keeps the coffee in the reservoir and not a carafe. It's also a tall enough dispenser to put a travel mug under. The one downfall is it does take a little more time to brew coffee then the Keurig. But overall is a great product!",positive,keurig year first nice different cup buy hype run realize expensive also never make full coffee cup full coffee since purchase coffee maker use keurig love keep coffee reservoir carafe also tall enough dispenser put travel mug one downfall take little time brew coffee keurig overall great product
"July 18, 2019",Judy W,,"I like that it keeps the coffee hot for 4 hours. If my husband had not already discarded the box after I tasted the 1st cup of coffee,  I would have sent it back.  It tasted like the plastic it is made from.  I had cleaned it well, ran water through it a could times before I used it.  It has gotten better, but it is just not the same as a glass decanter.  Luckily it is close to my sink and I can use my sprayer to put water in it. If it gets turned off after it finishes, you have to take filter and container full of hot coffee out and add a little water to the tank to get it to come back on or it will tell you to add water.",positive,like keep coffee hot hour husband already discard box taste 1st cup coffee would send back taste like plastic make clean well run water could time used get well glass decanter luckily close sink use sprayer put water get turn finish take filter container full hot coffee add little water tank get come back tell add water
"January 28, 2021",Tom L.,,Used a machine like this a few years ago while on vacation immediately came home and bought one. Best Coffee Maker in the world. No more glass pots no mess. just put your cup up to the machine press and BAM coffee comes out. Just Fantastic  Cannot go wrong  100 % recommend .... Had to replace the one from a few years ago and bought the same model again..  Coffee never tasted so good...  Good Morning to you as well....,positive,use machine like year ago vacation immediately come home buy one best coffee maker world glass pot mess put cup machine press bam coffee come fantastic cannot go wrong 100 recommend replace one year ago buy model coffee never taste good good morning well
"October 17, 2019",Casey,,This Hamilton Beach Brew Station is far better than my previous one.  I love the side container for the water.  There are no drips on the counter when lifting the lid to add coffee or to clean.  So glad I got this one.,positive,hamilton beach brew station far good previous one love side container water drip counter lift lid add coffee clean glad get one
